,Unnamed: 0,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,d,k,score
401,626,{C61FBDEB-3C84-4F7C-8CCF-29D4DEED3E01},2020-05-08,"I was leaving a friends house and my drivers side window was open. I stopped at stop sign and noticed a large insect buzzing against my windshield. It was very large >1"" hornet with distinctive yellow collared face of Asian Hornet. I quickly rolled up my",Unverified, ,2020-05-09,48.780432,-122.426519,0.0619929822927098,0.1666666666666666,0.8356692496820675
63,254,{209348D3-E846-4617-BCA7-D710AE39EE06},2020-04-12,I believe that I saw one of these giant wasps on Easter Sunday. My husband and I were outside all day working on our garden. At one point I had left our veggie garden and was walking back along the side of my husbands shop (which is 30’ in depth) and I,Unverified, ,2020-05-03,48.311344,-122.230689,0.1626532212363275,0.0,0.8373467787636725
1290,2521,{CB5B3BD2-507F-461E-87F0-E7875C30C421},2020-08-04,Absolutely positive this was an asian murder hornet sighting. Orange-ish almost red looking bee 1.5-2 inch in length flew around us a couple times and flew off towards the bathroom at lower sandy campground. Sound of its flying made a low hum sound.,Unverified, ,2020-08-06,48.703597,-121.671092,0.1617352523347073,0.0,0.8382647476652927
2076,4134,{2487E141-5F62-4C29-B954-A0697CEE3A3B},2020-09-27,"Saw what I am pretty sure was an Asian hornet in my front yard this morning. It landed on a bush and got caught up in a spider web. It was large enough to break free, it moves to another section of the bush and began to clear the web from it's body. I we",Unverified, ,2020-09-27,48.365983,-122.642519,0.1353392797534487,0.0416666666666666,0.8400455079804069
1165,2123,{54A8FEE3-B119-4A73-BDFC-442AECFD4A00},2020-07-31,"I’ve looked up every thing it could possibly be, and I swear to god I’m certain it was a murder hornet. It landed next to me on a chair outside. It’s head was huge, the whole thing was about 2 inches big. I can’t make this up. Omg",Unverified, ,2020-07-31,48.936417,-122.139526,0.083405140625849,0.125,0.8405211920267135
1947,3871,{54853590-C694-4E1A-B3D8-AB7389FA7108},2020-09-10, ,Unverified, ,2020-09-10,48.936408,-122.140976,0.0832033039117507,0.125,0.8407062771096088
672,1109,{2B6D53B0-85F2-449F-825F-E7F573366AC7},2020-06-19,flying slowly but aggressively hitting against a sliding glass door.   I was about 3 ft from it and and it showed no fear of me and was bussing me.  I went inside.,Unverified, ,2020-06-19,48.81199,-122.436401,0.0561455397967659,0.1666666666666666,0.8408787287061033
1306,3103,{85FD7471-A0FB-4260-8213-E7ADB99ABCE6},2020-08-05,My son and I saw it outside our window around our deck.,Unverified, ,2020-08-19,48.254913,-122.655999,0.1590997306256161,0.0,0.8409002693743839
2071,4157,{9220C069-22E9-43FC-9ACC-D56FB2A8F8A9},2020-09-27,"I was working on building a feeding station when one flew onto the front of the roof header.  The size of the hornet and especially the stinger scared me from taking any action.  I did not have my camera with me to take a picture.  This thing was HUGE, e",Unverified, ,2020-09-28,48.37333,-122.63269,0.1338895487396849,0.0416666666666666,0.8414539679663594
542,804,{0BB2991E-3D85-46B3-8D5A-971FC6CAD58D},2020-05-24,It was flying and hitting our florescent lights in the garage,Unverified, ,2020-05-24,48.494223,-122.615667,0.1082776341631927,0.0833333333333333,0.8416738351571101
91,576,{EF552C95-5EAA-461F-BDA9-348171BE601D},2020-04-17,Flying insect about 2” long,Unverified, ,2020-05-08,48.922416,-122.153013,0.0820310983798722,0.125,0.8417811943218082
80,2125,{7DBDC5EA-612D-4E2D-8ACE-8BF383873E16},2020-04-15,I don't remember the exact date.  But it was mid to late afternoon.  I was working in my backyard and I went turn on my garden hose and I saw the hornet in the grass about 2 feet from my house where the bees tend to like the clover.  I wasn't more than 2,Unverified, ,2020-07-31,48.496143,-122.614252,0.1078972495866228,0.0833333333333333,0.8420328703878748
566,894,{FA174F57-9A79-479B-BD22-11B0E473D211},2020-05-28,"I was watering my garden and heard the loudest buzzing. It wasn’t like a hummingbird’s wings, but like an insect, but just as loud as a hummingbird. I heard it coming toward me and I ducked, when I looked up a HUGE (2+ in) insect flew above me. It lo",Unverified, ,2020-05-30,48.795624,-122.480752,0.0544668017420061,0.1666666666666666,0.8423743142871821
918,1669,{693C0016-8DE1-42D0-AD42-09CED6A05A75},2020-07-19,"Very orange and very black, about an inch and a half long, the hornet flew into a fencepost hole I was digging. I didn't have a chance to get a picture before it flew away.hole",Unverified, ,2020-07-19,48.426421,-122.361514,0.1323136697796098,0.0416666666666666,0.8429849847114643
1366,2581,{4DD547D6-EA3B-4D59-A6B7-3AE216FFEF65},2020-08-08, ,Unverified, ,2020-08-08,48.538024,-121.865356,0.1563807571981958,0.0,0.8436192428018042
2120,4263,{BE7A4DBE-2249-4C25-AC31-6194ADB0637E},2020-10-04,"Huge, different from a yellow jacket, likes to burrow in plant pots soil",Unverified, ,2020-10-04,49.16633,-123.8027,0.1562449055637066,0.0,0.8437550944362934
681,1127,{2167199D-14A1-4CCE-AF4B-ACE69DD19F10},2020-06-20,In my living room skylight,Unverified, ,2020-06-20,48.42648,-122.37881,0.1313607676005496,0.0416666666666666,0.8439107596152162
218,520,{04CA2EF0-C781-46BD-9D1F-5FE81FC28D95},2020-05-02,"Puppy found it by garden/hummingbird area on the ground, took dog in returned 15 seconds later and it was gone. Very large, knew what it when I saw it",Unverified, ,2020-05-06,48.321763,-122.31679,0.1556432768966829,0.0,0.8443567231033171
124,387,{C465E5B9-6DDF-47A9-9003-957A306747C8},2020-04-27,in the portapotty,Unverified, ,2020-05-05,48.469584,-122.308613,0.1271047299657654,0.0416666666666666,0.8480456361201609
261,445,{FA7C7FE7-E833-4CB2-9D49-BD958A4720B3},2020-05-04,"I saw what I now believe to be the Asian Giant Hornet outside of my work (In Out Parcel in Point Roberts, WA). It caught my attention because of how abnormally large it was (close to 1.5 inches I would say). The color, too, was interesting...more orange",Unverified,Please send us a photo if you can.,2020-05-05,48.99762,-123.067932,0.0479595084499716,0.1666666666666666,0.848171653539619
133,388,{FE7B719A-99A3-460B-81AD-7CF186182C91},2020-04-28,in portapotty,Unverified, ,2020-05-05,48.528837,-122.195106,0.1249155779128531,0.0416666666666666,0.8501724672636072
1993,3979,{8757691D-2493-40DB-A6E3-AAA115853AAC},2020-09-15,They were seen in Autozone in Burlington Washington when I was unloading the truck.,Unverified, ,2020-09-15,48.47514,-122.33559,0.124288719656567,0.0416666666666666,0.850781480082165
1518,3054,{9A205E16-D03C-453E-BD5A-A321B5DE6073},2020-08-16,"Landed on deck, paused briefly flew away",Unverified,Please feel free to resubmit a sighting if you get a photo.,2020-08-19,48.940575,-122.634828,0.016626299323847,0.2083333333333333,0.8511458910671218
1996,3982,{0D96C9E6-3051-4303-9C25-15EA34AB8407},2020-09-15,"It was a reddish/brownish/yellowish wasp type of flying bug. It was about 3 inches long, and it's stinger was about half an inch. I saw it in Sedro Woolley, WA. I wasn't able to take a picture.",Unverified, ,2020-09-15,48.527389,-122.21174,0.123758898282059,0.0416666666666666,0.8512962184706054
490,890,{9D8D015E-F17C-49C1-BB33-6BA91CD34F48},2020-05-13,We have seen them 2 times on Rosario Crest Lane 98221,Unverified, ,2020-05-30,48.421249,-122.664484,0.1232019065806531,0.0416666666666666,0.8518373536994788
493,724,{5F8F1A3B-EF16-4F1C-951E-581C40EC588A},2020-05-14,"Outside gardening when I saw a giant hornet (2 inch) come up to a honey bee and attacked it in the air, took it down to the ground and continued attacking it. I caught it for a moment but it got away so quickly.",Unverified, ,2020-05-15,48.421451,-122.666603,0.1231378622386796,0.0416666666666666,0.8518995748233561
2182,1031,{FDD2DEC0-0CB8-4FEB-8AE6-BF5A70534E5D},2020-11-20,"Large bodied, with striping bumping against the window for a minute or more. The window was on the right side of the Whatcom County Library System Administrative Services building. I’ve worked there for 3 years and have never seen an insect that large",Unverified, ,2020-06-12,48.830623,-122.538817,0.0434317675462089,0.1666666666666666,0.8522054121068526
2057,4115,{ED7CC7DF-0CFA-44CD-B388-68C41E73C400},2020-09-24, ,Unverified, ,2020-09-24,48.309185,-122.644602,0.1475309935800399,0.0,0.85246900641996
803,1386,{A014EF87-6DC7-4DA2-A28C-141C7FB0FF0E},2020-07-08,We caught what looks to be one.  It is secured in a jar at our home.,Unverified, ,2020-07-08,48.837194,-122.533841,0.0427466871608561,0.1666666666666666,0.8528157493439866
11,536,{B4F0D79B-3B65-4D79-BCE4-12518656F815},2020-03-21,Flew at my home and hit my picture window.  I was stunned by the color and size.,Unverified, ,2020-05-07,48.833578,-122.543569,0.0425157393822243,0.1666666666666666,0.853021500423927
2143,4327,{1B7586D3-5C60-45AF-9FB6-AC815AB82BEA},2020-10-10,Second day in a row we have observed one massive bee outside our front window,Unverified,"Thanks for the submission. It isn't possible to accurately identify that, but please resubmit a sighting if you get a better close up.",2020-10-10,48.831232,-122.551521,0.0422615027519659,0.1666666666666666,0.8532479995119285
1569,3042,{4D44832C-7DDB-4199-B4A1-40489392A98E},2020-08-18,found in garage alive,Unverified, ,2020-08-18,48.572567,-122.506153,0.0954551806050443,0.0833333333333333,0.8537766196962004
1580,3043,{979B4418-C550-4329-8E44-290F58D8389D},2020-08-18,found alive in garage,Unverified, ,2020-08-18,48.572567,-122.506153,0.0954551806050443,0.0833333333333333,0.8537766196962004
1372,2565,{56F3F47B-4887-45CD-8B4B-1AD5231F72B8},2020-08-08,We were at the Fir Island sancuarity 8/7 at 2:30 pm. There is a bench with no back and we seen the huge orange killer hornet. Then we seen more come out of a hole in the ground. More were coming out of the hole. Couldn't get a picture of them but have a,Unverified,Thanks for the submission. Feel free to resubmit a sighting if you get a picture of the insect(s).,2020-08-08,48.34871,-122.40016,0.146077381091005,0.0,0.853922618908995
820,1832,{DA0A3821-EA71-496F-9960-5DCC75E5A392},2020-07-10,I observed a large type of hornet at my house.  It flew close to me as I was standing on my porch then went to a gutter at the end of my porch.  When it first flew by I thought it was a large bumblebee because it was so thick. I stood up on the railing t,Unverified, ,2020-07-24,48.524,-122.2561,0.1207682215856602,0.0416666666666666,0.8542017564068205
1623,3116,{6878952F-9476-454C-B576-3306AFC8E057},2020-08-20,Was unable to get a photo but perhaps saw an Asian hornet on the west side on San Juan Island on Victoria Dr at around 4pm. It was 2-3 inches in length and appeared similar to photos of insect,Unverified, ,2020-08-20,48.49358,-123.112013,0.1205003997919529,0.0416666666666666,0.8544619538339443
1420,2676,{EE3888DB-B0CF-4DBC-B01E-6DCAC5361A2F},2020-08-11,I was playing with my daughter in the volleyball court and heard a buzzing on the ground.  I found this fella struggling in the grass.  I don’t know if it’s the murder hornet they are talking about but this is bigger than most hornets I’ve seen.  I,Unverified, ,2020-08-11,48.575563,-122.510761,0.0946303671099311,0.0833333333333333,0.854555139966991
318,432,{7E2B4F29-8369-4312-9AAB-72A984BEBCFF},2020-05-05,The wasp was larger than a normal wasp.,Unverified, ,2020-05-05,48.494864,-123.109996,0.1201238966906541,0.0416666666666666,0.8548277386227994
1363,2561,{F40971BF-F2C8-4242-8A10-F2C758DB78F5},2020-08-07,Much larger than any other bee I’ve seen in my yard. Much louder buzzing. Orange coloring.,Unverified, ,2020-08-08,48.939277,-122.751194,0.011658010976812,0.2083333333333333,0.8554461262771014
138,462,{055198DB-E871-46AD-AE96-D637A5C68E36},2020-04-28,I heard a very loud buzzing outside my front door. I finally spotted it about 7 -9 feet away from me investigating my lawn. I watched it for about 5 minutes. It had a bright yellow head and tail (with stripes). It as at least 2 inches long (huge) and rea,Unverified, ,2020-05-06,48.768329,-122.40172,0.0663091827941964,0.125,0.8561982544807955
1668,3187,{20647027-AAFD-4F92-834A-138B4E724FE6},2020-08-22,Trapped in our wheelbarrow (live),Unverified, ,2020-08-22,48.441838,-122.676362,0.1186586397758059,0.0416666666666666,0.8562512825175707
1658,3189,{8571598E-89AA-4F16-87A7-FBBDAECF6443},2020-08-22, ,Unverified, ,2020-08-22,48.442158,-122.676571,0.1185887732209258,0.0416666666666666,0.8563191601072551
17,2406,{9FA6E4DA-34D0-4D8D-86BA-94487857ED06},2020-03-26,"While pruning Apple tree, The large Asian Hornet Flew out of woods From the west, flew towards house and turned around. It was such an aniamated looking hornet. It turned around and flew back into the woods.  Heading back west.  Did not get a picture.",Unverified,Thanks for the submission. Feel free to resubmit a sighting if you get a photo.,2020-08-04,48.490758,-122.061753,0.1432788374205267,0.0,0.8567211625794733
1433,2768,{1F23F213-3FE6-49D6-934D-353053BB8E12},2020-08-12,"I wasn’t able to get a photo as I was with children and needed to leave immediately. There were two of the same incredibly large wasps, bright orange legs, long thick abdomen, stripes were bright and it was orange and black color. The legs were not exc",Unverified, ,2020-08-13,48.35324,-122.47181,0.1422288983596885,0.0,0.8577711016403116
2092,4173,{AC9F96A3-27DC-404C-8975-A931334F05E3},2020-09-29,No photo - matches WSDA description and photos of male Asian Hornets,Unverified, ,2020-09-29,48.3401,-122.606155,0.1414312551914731,0.0,0.8585687448085269
1892,3745,{7ECB589D-F119-4DBA-A313-5085F724CFE7},2020-09-06,"Looked to be over an inch long, as it flew away it was a very distinguishable and loud wing sound. It wasn’t very fast but loud big it was flying away from a rhododendron.",Unverified, ,2020-09-06,48.392213,-122.324026,0.1412158333139259,0.0,0.858784166686074
160,328,{A3AD27E0-3A02-42A4-9033-48C1F4E187F1},2020-04-30,I had not seen any articles or warnings yet. A very very large black and red bee bumbled past at face height. Stopped me in my tracks. It was the size of a newborn babies bootie! NOT to be confused with any other bees or bugs. I got to watch it closely f,Unverified, ,2020-05-04,48.890129,-121.922394,0.1154738893158511,0.0416666666666666,0.8593453693140204
1040,1852,{6A1079B6-E932-4417-BF12-1FFD4A205011},2020-07-25,"Very large (like a small humingbird!) Flying insect, not a moth.  Briefly flew over our western exposure patio on the Semiahmoo Spit, Blaine, WA",Unverified, ,2020-07-25,48.987131,-122.778516,0.0070836923697959,0.2083333333333333,0.8594053662731644
616,970,{C4642A23-0289-401B-B4FE-6B5C6DCF2B8A},2020-06-04,Sinclair island. Seemed stunned after I swatted it off my daughter. Larger then any bee/hornet I’ve ever seen,Unverified, ,2020-06-05,48.3761,-122.40306,0.1403444421155592,0.0,0.8596555578844408
631,991,{13EBA05D-C9EF-4893-9210-FD9C1D8CE23D},2020-06-09,Flew in an open window at our farm house. Dakota Creek runs through our property. There is a honey bee farmer in the field across the street. The obvious black and orange stripes were unmistakable. It was definable over an inch long. Its buzz was loud en,Unverified,We encourage you to get a photo and resubmit a sighting.,2020-06-09,48.971702,-122.697182,0.0056106725044054,0.2083333333333333,0.8606803188217483
1477,3066,{0BF95A13-15CE-49D9-B21B-DBF4BED9000C},2020-08-14,"close to 3 inches in length.  Multiple flying past the same railing. I tried to get somewhat close to get a picture and it spun around very fast, so I backed up.",Unverified, ,2020-08-19,48.48809,-122.48052,0.113915476994496,0.0416666666666666,0.8608594166617042
546,1019,{02403762-4DFB-404C-823F-4F622BD7B3EB},2020-05-24,"Went out to my garden and it was resting on my spinach leaves. Very long and narrow. What caught my eye was how orange it was. I made note of it but didn't report it as I had no picture. But, apparently there was a confirmed sighting very close to my hou",Unverified,"Thank you for this report. This could be one of our native lookalikes, (especially because you described it as narrow).  Regardless, we will be trapping intensively in the area!",2020-06-12,48.790794,-122.418254,0.0611895169115877,0.125,0.8608930087950047
1027,2136,{BF74D40F-EB63-460E-9153-E28C7DC544CA},2020-07-24,There were multiple  burrows in the ground of single hornets.,Unverified,Thanks for the submission. Single hornets could be any number of species. Asian giant hornets live in colonies with large numbers and build honeycomb shape nests inside cavities.,2020-08-01,48.488674,-122.481909,0.1137349883943889,0.0416666666666666,0.8610347671017223
1069,2534,{872A13B4-3DA6-42F8-A1A2-3E410985A9F4},2020-07-27,Me and my daughter seen one next to are home on a flower,Unverified,Thanks for the submission. Feel free to resubmit a sighting if you get a picture.,2020-08-07,48.807411,-122.410646,0.05950107516865,0.125,0.8624413166999941
1155,2349,{AB8579A3-08E0-4CC4-94FC-6844A8A350F5},2020-07-31,"I arrived in Glacier, WA last Friday. took a walk through the woods to the river, just a 1/4 mile down to the river. I am not sure if it was an Asian Giant Hornet - but it was extremely aggressive, and it looked like one of these (yellow and black), as i",Unverified, ,2020-08-03,48.88982,-121.94641,0.1121474650085004,0.0416666666666666,0.8625770967784414
475,668,{66434C91-71CA-43A4-A7CA-F8B492704E6D},2020-05-11,Hello. We went to Mt. Baker for mothers day today and couldn't help but notice when we got back into the car we saw a very large bee (bigger than any we've seen) on our car window for about 3 seconds. We didn't have enough time to take a picture or reall,Unverified, ,2020-05-11,48.776223,-121.820152,0.1362242561152643,0.0,0.8637757438847358
709,2993,{47C1EC30-0EC5-4067-9B78-D630DE5B293E},2020-06-26,I was standing in my relatives yard and we saw an Asian hornet go by. It was large and headed to the woods behind her house. She reported it but is frustrated there has been no response.,Unverified,Thanks for the submission. We are inundated with sightings and can't follow all of them up without a specimen or photo. Build an Asian giant hornet trap and/or safely attempt to get a picture and resubmit a sighting here.,2020-08-18,48.884665,-122.59766,0.0290916571570522,0.1666666666666666,0.8649809980705434
2061,4224,{01207B33-6306-4C5D-BA34-9F62B94E4A19},2020-09-25,"I observed what I believe to be an Asian Giant Hornet on my sliding glass door. It was the approximate size of an Asian Giant Hornet, approximately 2+ inches in length. It did not look like typical hornets we see in our area. Black and yellow markings, f",Unverified, ,2020-10-02,48.706782,-122.325773,0.0833973776753068,0.0833333333333333,0.8651576701489577
2178,4418,{A2B93362-E28D-43E8-A0B6-F8AE4F3903C2},2020-10-21,About 1 1/2 inches long on the side of the building at 2010 grandview road ferndale wa this is a large insect above unit.104 did not have a ladder for a good look it was still dark have been trying to get a photo was still on the wall when I left about 1,Unverified,Thanks for the submission. Please feel free to resubmit a sighting if you get a picture.,2020-10-21,48.892087,-122.590774,0.028474502588944,0.1666666666666666,0.8655308202841654
968,2187,{423BB647-650B-427F-B122-1A5E7CA58818},2020-07-21,I found a dear bee on my lawn chair it had a head and wing but no body.  I have holes in my flower beds that I have just noticed that are round and many of them that I have never seen beforethey are perfectly roundandand about a half inch across they are,Unverified, ,2020-08-01,48.900276,-122.588898,0.02735275623559,0.1666666666666666,0.8665301826724471
716,1202,{C61BBF3B-C570-4341-92BC-7B92C39CF484},2020-06-26,On back of property near the power lines.,Unverified, ,2020-06-26,48.813048,-122.450109,0.0545929496883175,0.125,0.8669420876100149
717,1203,{8E7CCFEB-B966-4018-83CE-50A2A512D1B6},2020-06-26,Saw a hornet in back of property near power lines,Unverified, ,2020-06-26,48.813276,-122.449915,0.054577423787233,0.125,0.8669563249240838
513,778,{58257BA3-C4BB-4742-8F3C-4E870D3A3815},2020-05-18,Driving a tractor it bounced off the windshield.,Unverified, ,2020-05-20,48.515512,-122.129944,0.1329172391842691,0.0,0.8670827608157309
1725,3322,{82DB2609-88FB-4CF9-A1A2-5CB3EF3BFA2E},2020-08-25, ,Unverified, ,2020-08-25,48.403978,-122.447262,0.1326591210787396,0.0,0.8673408789212604
1413,3490,{8A5F8F94-565C-43C6-B6BA-F471D164C5C2},2020-08-11,Cliffside nest a few hundred yards south of the entrance to Larabee State Park. Head south down past the train tracks from Larabee and look for a double sided cliff. It's hard to get to but once you shimmy your body down a boulder you should be okay. The,Unverified, ,2020-08-29,48.649428,-122.491448,0.0807735003920289,0.0833333333333333,0.8676342805162728
1672,3252,{8627777C-C3A0-4891-AA2F-39BD355952D0},2020-08-22,Black with yellow/orange stripes. 1.5-2 inches long. Near the trash cans in the campground.,Unverified, ,2020-08-23,48.65162,-122.49064,0.080389234340188,0.0833333333333333,0.8679969793718411
1557,3497,{BD7E4820-CDBF-4288-A500-6D6A4CF5B817},2020-08-17,I experienced a large Hornet buzzing around my body at Larrabee Park campsite. Unfortunately.. I was unable to get a picture.,Unverified, ,2020-08-29,48.65162,-122.49064,0.080389234340188,0.0833333333333333,0.8679969793718411
1934,3859,{17BCC54F-1E19-448D-9C23-35BA8DE0E5A6},2020-09-09,"Was not able to take a picture of it because I ran away, but it was exactly as this picture. It was huge like 2 inches long, and orange looking with long stinger",Unverified,Thanks for the submission. Please resubmit a sighting if get a photo.,2020-09-09,48.818622,-122.45372,0.0533819294037277,0.125,0.8680525981073867
410,600,{655F14D4-08D5-474B-BB19-A77EBF47692C},2020-05-08,"My wife found this in the garden.  It is alive and appears to have a stinger which it moves around as if seeking to sting.  It appears to be coming out of the larval stage and has no thorax or head or wings, just the abdomen like section with stinger.  W",Unverified,Could you please attempt to upload your photos again?,2020-05-08,48.499255,-122.664617,0.1064145260330546,0.0416666666666666,0.8681468301097715
1785,3508,{8C7DCDCB-B84B-452F-A841-38C3BCE12C2C},2020-08-29,Flew into my yard and buzzed around my family for a while.,Unverified, ,2020-08-29,48.500183,-122.683399,0.1060302599812136,0.0416666666666666,0.8685201568530359
61,110,{BA1BAD2A-841F-4793-A890-AABE24F66F52},2020-04-12,"I heard a loud buzzing and my first thought when I saw it moving across the room was large horsefly (I didn't have my contacts in), but it was bigger than that. I followed it from my bedroom into the bathroom where it flew into the shower (I live in an R",Unverified, ,2020-04-15,48.578994,-122.342321,0.1041574481628977,0.0416666666666666,0.8703396533542997
1464,2836,{E67A886F-1295-41A4-AF77-234DC7F9333E},2020-08-13,"Large bee (approx. 1+ inch), orange and black coloring on body.  Seen at corner of Ocean Mist and Ocean Cove Ln. in Birch Bay on and around blackberry bushes surrounding green belt.",Unverified, ,2020-08-14,48.893543,-122.776705,0.0221632237981011,0.1666666666666666,0.8711535304687537
2065,4133,{9B7A9BFC-2D2E-4C26-B04F-0FFC8FDD06C6},2020-09-26,Was at work it stung me through a heavy leather glove,Unverified, ,2020-09-27,48.405982,-122.551787,0.128585512781698,0.0,0.8714144872183021
718,1210,{D43D0002-C65E-43DC-BBC7-6AB12D5FAA05},2020-06-26,I have the specimen in a jar. after looking at photo looks like a giant elm sawfly,Unverified,Ok. Please let it go. ,2020-06-27,48.906018,-122.644137,0.0215421877547218,0.1666666666666666,0.8717068106837191
1500,2887,{E817B3ED-44B8-49DA-8033-360694B50E4F},2020-08-15,Was not able to snap a picture but the hornet was nearly 2 inches in length. It almost looked like the size of a dragon fly.,Unverified, ,2020-08-15,48.399613,-122.660236,0.1279023731339807,0.0,0.8720976268660193
1766,3525,{A37A27E9-E06F-4EDB-A3F2-10A207251789},2020-08-28, ,Unverified, ,2020-08-30,48.591858,-122.357441,0.1006641204188888,0.0416666666666666,0.8737335328385225
2100,4192,{44337587-A1D2-4396-8491-785B538F52C0},2020-09-30,I was outside with my neighbor and one landed on her back. We both saw it. It was huge and human like eyes. Golden is wings. Very vibrant color stripe. We took the kids to safety and I went back out and saw another in our field. You are welcome to come a,Unverified,Thanks for the submission. Please feel free to resubmit a sighting with a photo so we can verify.,2020-09-30,48.92829,-122.638149,0.0181711264817531,0.1666666666666666,0.8747100848505796
1849,3647,{C7BD0601-0BB2-4890-8C2F-DDDE14C74541},2020-09-02,Flew by my head and landed on a bush in my backyard,Unverified, ,2020-09-03,48.467439,-122.37936,0.1231689140408486,0.0,0.8768310859591514
139,947,{F7663150-EEA3-4247-AAC2-09A6241DF46F},2020-04-28,Paper wasps.  Last year sung by bald face wasp on property,Unverified, ,2020-06-04,48.741122,-122.400959,0.0707631756678078,0.0833333333333333,0.8770827688850675
1844,3730,{63201DB1-0BB2-4FB8-B5CC-11B1E3BCED33},2020-09-02, ,Unverified, ,2020-09-05,48.996027,-123.036695,0.0435307451656225,0.125,0.8770861738840832
1013,1866,{D6224763-9892-4D2D-A9E7-9458AE74E1C7},2020-07-23,One giant hornet on the back of a horse,Unverified, ,2020-07-25,48.464006,-123.037857,0.1220161158853256,0.0,0.8779838841146744
0,2,{13B67BCB-AFCE-4100-AD2B-76EF178BA228},2020-01-15,"Massive loss of bees, decapitated. No hornet specimens were located.",Unverified, ,2020-01-15,48.9392,-122.6613,0.0142605401460987,0.1666666666666666,0.8781940212041912
1276,2364,{4AA0E6B2-D4DB-419C-A9AE-F246E69F81F1},2020-08-03, ,Unverified, ,2020-08-03,48.937231,-122.757626,0.0123722024266983,0.1666666666666666,0.879876338857821
1945,4108,{FAA12925-F586-4C61-90DD-9BFE0C567287},2020-09-10,"During outdoor meeting with contractor a large bee buzzed the two of us.  We both commented on the size of the bee.  It was easily 2-inches long.  It flew at us, between us, and then flew away.  It was only a momentary sighting.",Unverified, ,2020-09-24,48.44686,-122.884521,0.1195203272859948,0.0,0.8804796727140052
2029,4112,{A3D2F92F-6951-4380-AEB7-08BC5C6B025A},2020-09-19,"The insect was about a inch long with an orange head and stripes. It few between us, and circled us slowly before flying away.",Unverified, ,2020-09-24,48.445838,-122.638049,0.1182452626594315,0.0,0.8817547373405685
2001,4005,{9907C523-D077-4796-A826-4C0E09515B1F},2020-09-15,I thought it was a pigeon hornet at first so went outside to investigate. But it had yellowish lines on the abdomen. Biggest flying insect I've seen.,Unverified, ,2020-09-16,48.457532,-122.553101,0.1176455747300433,0.0,0.8823544252699567
955,1718,{4DBF2E1D-A781-4537-AB89-402F35F8E914},2020-07-20,"Photo didn't turn out, Dark brown/black long wings that covered torso almost were as long as its huge stinger, stripes but more dark than the yellowy, long dark legs with lighter parts towards the ends, huge! Landed on a tree for a couple minutes then st",Unverified,"Sounds like a horntail sawfly. Send in your pic, anyway.",2020-07-20,48.94811,-122.741725,0.0094649774486286,0.1666666666666666,0.882466381864129
1974,3925,{7CD1DAEE-8950-431B-A8CC-A0FD66604C42},2020-09-12,I've seen these flying around for a couple weeks but never got a good look at them. This evening it landed on the window seal outside of my motorhome so I got really close look at it. I did not get a picture nor see which way it flew.,Unverified, ,2020-09-12,48.744011,-122.206677,0.0906712623333876,0.0416666666666666,0.883441913652002
1224,3014,{7B21969E-A3D0-4CF4-A13E-06E0C9231AD0},2020-08-01,I was sitting on the upper level a dock next to a pylon and I saw a huge bee land on the pylon and then go under the cap on top of the pylon (2nd pylon back from the end of the dock). It was carrying something on its front...like another bee or something,Unverified, ,2020-08-18,48.459598,-122.846608,0.11590279233331,0.0,0.88409720766669
9,13,{72E591F1-F42C-4754-94FF-DBDF791BBF2E},2020-03-20,It wasn't huge but definitely  had a yellow head and yellow mid section,Unverified,Thanks for your submission. There are many insects that this could be besides the Asian giant hornet. Keep your fingers crossed that it isn't!,2020-03-21,48.93401,-122.48545,0.0358143723266339,0.125,0.8841621189763105
1637,3153,{2367A74B-1DED-4EB2-867C-CD685AA19D13},2020-08-20,on a plant at Popeyes  restaurants in Lynden wa,Unverified, ,2020-08-21,48.933255,-122.48592,0.0358104908513627,0.125,0.8841656783048277
605,1033,{9FF8CFA6-B32A-41E4-8753-2CC6F24E1FC1},2020-06-01,We have a dairy farm out near Acme Washington.  I was showing my kids the pictures of these and my 15 year old told me he thought he saw one out here a couple days ago.    He said he was in the cab tractor and the biggest 'bee' he had ever seen flew in t,Unverified,Here is a trap tutorial:   More information can be found on our website:  .,2020-06-12,48.760676,-122.208709,0.0883501401212572,0.0416666666666666,0.8856969580204078
1722,3325,{D6EC52B4-3638-4B8E-854B-9A707E9E1755},2020-08-25,"Flying around on open ground, grassy area where is was captured live and is in a bucket.",Unverified, ,2020-08-25,48.508237,-122.395442,0.1141832987882034,0.0,0.8858167012117966
1573,3034,{52B87BAC-8360-4AD9-A74F-80F9FEE1A211},2020-08-18,I seen a big bee that looked similar to the Asian giant hornet. I seen them on the big rock overlooking the beach at dogfish nude beach,Unverified, ,2020-08-18,48.62539,-122.46267,0.0871973419657343,0.0416666666666666,0.8868169382502012
828,1485,{DBA5E52A-B9A5-457E-909C-0BB260FACFE7},2020-07-12,"Was driving down highway and I believe one glanced off of my windshield, it was the correct shape and size from what I and my partner saw. It bounced off of the windshield swooping from above, and left a clearish-white smear, like when any bug hits a win",Unverified, ,2020-07-12,48.915928,-122.120269,0.0868577128795112,0.0416666666666666,0.8871468987556118
