raw,cluster,s
My neighbor and I observed a large black and orange Hornet at her house that we believe was an Asian Giant Hornet. It didn't have the distinct black striping like the picture but was more of a bright orange abdomen although Norma did see striping on it's,[1],Unverified
I thought this wasp was a cricket at first. I have a 5second video that might be clearer if unable to identify.,[0],Negative ID
I thought it was a dragonfly bugging me and then saw it. It was a giant wasp the size of a hummingbird! long tail like thing coming from back end,[1],Unverified
he made the regular bees look like little flies. Was checking out all my dead rose buds,[1],Negative ID
"Its mostly black, with yellow stripes on legs and yellow striped head. The second picture is for idea of how big. Man holding it is the one who found it.",[1],Negative ID
I was getting food I had gone camping with when this big bug came flying out of the space like nobodys business. I am on camano Island and i couldnt trap it so i cut it in half. Here is a picture of it with a quarter for size reference and thentwo halfs,[1],Negative ID
"was a big hornet. really husky, black with very distinctive orange and black stripes, big wings, flies fast. was within about 3 ft. of my shoe.",[1],Unverified
"Is this an Asian giant hornet? If not, what is it?",[1],Negative ID
"I'm not 100% that it was in fact the Asian Giant Hornet because I only saw it for maybe 3-4 seconds as it flew along the railbed (and I was maybe 5' away), but it had caught my attention as it was large (maybe 2"" long) and noticibly orange/yellow and cle",[0],Unverified
Seen going into a hole in the ground.,[1],Negative ID
Looks to have the orange on its face. Body is about 2 inches long. The body is dirty in the photo because I swatted it when it approached.,[0],Negative ID
"Camping at Tillicum Site #1; saw giant hornet-like insect that flew close to us and our food. Landed on our chair; approximately 2 inches long. Returned 8/23, where it was accidentally killed when a friend was gathering firewood and shooing it away. May",[0],Unverified
I recently submitted this form but the pictures weren't uploading. Please see submission prior to this for additional info.,[0],Negative ID
"Flew into us, sorry did not take a picture but am certain.",[1],Unverified
Not sure what this is but thought I would check,[1],Negative ID
My son said he saw one near our bush by tge sd treet,[1],Unverified
Location was in Packwood Washington on the corner of Cannon and Sunstone roads where at my cabin.  The hornet buzzed by my friend Dan Johnson (360) 303-4321 and landed on the woodshed we were building.  It was right next to me.  My first instinct was to,[1],Unverified
"Never before seen on our property in Enumclaw, WA.  Apologies I could not get closer, but it is on the right edge of the teacup saucer, near a decorative button.  About 1.5"" long, mostly black body with distinctive black and yellow striped legs.",[1],Negative ID
"Sorry I did not get a photo. We quickly walked away. There were 2 orangish hornets hover around some rockery on the South side of Kelsey park. We are not completely sure if it was the Asian hornet, but my mom and I have never seen this before.",[1],Unverified
It flew at me out of a large pine tree next to my driveway. I didn't take a picture but will watch for it and see if I can get a picture.,[1],Unverified
"Second time have noticed a big bee/hornet with orange on it; for sure orange. They have been  a little over an inch in size. It seems to be around my Sage plant area, both times. Also noticed my garden had hard time getting started; maybe not getting pol",[0],Unverified
"He flew by my window. As big as a dragon fly but not a dragon, no time to analyze closely.",[1],Unverified
longest and fattest hornet seen here in 19 years.,[0],Unverified
"Hello!  We were in our backyard (in Lynnwood) and came across this bug! It is yellow and black, and over 2�?long (for reference that bolt head it is sitting next to is 19mm), with a huge stinger......with all the buzz about “murder hornets�?I can",[1],Negative ID
"Flying around on open ground, grassy area where is was captured live and is in a bucket.",[0],Unverified
"I believe that I saw a giant asian hornet on my boston ivy. I tried to get a picture, but couldn't.",[1],Unverified
Found while trimming trees,[0],Negative ID
"Found this crawling in the grass.  Yellow head, black eyes, black thorax, black abdomen with only one yellow strip near the end tip.  It is about one inch to one and a quarter in length",[1],Negative ID
We just got a few trees taken down and we found this guy in some of the brush/branches on the ground.,[0],Negative ID
I’m not sure what type of hornet this is- but it was about 1.5�?long. Orange and black.,[1],Negative ID
Appeared to be seeking pollen/nectar from succulent blossoms.,[0],Negative ID
They are very large & very dizzy.  They look like large bumblebees as they are pretty fat,[0],Negative ID
"Adult daughter stung 3 times on knee.  Could not visualize insect, other than large.  Described searing pain and was prescribed antibiotics for infection.  Sting sites are similar to Asian Giant Hornet stings visualized online.",[1],Unverified
"Noticed two of these guys flying around, trying to feed off blooms in laurel bushes.  They were very aggressive toward each other and would take off quickly as soon as I approached, hence the poor quality pictures.",[1],Negative ID
Observed insect and backyard on bark of a tree,[1],Negative ID
Not sure if this is one or not...,[0],Negative ID
Hornet was on the sidewalk having trouble right-siding itself. Wanted to see if it was indeed an asian hornet I watched it and saw it flip over and fly up into the tree. It was at least 1.5 inches long. Didn't have phone with me so no photo.,[1],Unverified
"I don't observe any yellow stripes except for some markings around the face and legs.  It measures about 1-1/2"" and its stinger is enormous.  It is currently alive and angry.",[0],Negative ID
I watched the insect digging a hole in the ground like digging out a ground nest. I also saw one pull out a carcass or cocoon type thing about the size of the insect itself. They looked between 1-1.5 inches.,[1],Negative ID
Found it Dead in Everett Wa,[1],Negative ID
"It was chasing away any hummingbirds that approached the feeder for hours but didn’t seem to be interested in the feeder. It seemed to be collecting food from a sedum plant nearby. It was large, long and different from anything else we’d seen so we s",[1],Unverified
"We saw what we think was a killer bee at our home at 724 east pole rd, Lynden wa we were unable to get a photo.",[0],Unverified
"Extremely large hornet flew into a small ground hole in a mulched area near my office building. We saw a grasshopper near the hole then the hornet came back up, grabbed the grasshopper and dragged it back into the hole",[0],Negative ID
On Monday Aug 24 my husband saw what he described as “the biggest bee he’s ever seen�? He immediately thought of this hornet & looks it up and it did match the description. He didn’t see the yellow face because it was dusk. We live in a neighborh,[1],Unverified
"I felt something hit my left arm, I swatted blindly with right hand, I hit it, it was hovering out in front of me and I hit it to the ground with my hand and then hit in the head with a small tool!",[1],Negative ID
We caught it alive,[1],Negative ID
Melody and Lova,[0],Negative ID
Numerous sightings of large wasps with brown wings appearing 1-2�?in length. I was personally stung on the back of the neck resulting in the worst swelling I’ve ever experienced from a insect sting. Unfortunately no photos of the wasps themselves. Mo,[1],Unverified
"I saw a huge wasp, black with orange face and orange banding,  in my back yard tonight.  It look very much like the picture of the Asian Giant Hornet, and it was a wasp I have never seen before.   It was hovering over a patch of spearmint in my backyard",[1],Unverified
I saw a large flying insect that was at least 3 times bigger than a wasp. Mainly black with orange stripes. I did not have my phone to take a picture. But it flew back and forth across our lower deck and then did the same thing on our upper deck. Never d,[0],Unverified
Have seen multiple hornets in our back yard and nearby - the picture provided is from a zoomed in video which we can send if necessary,[0],Negative ID
Husband went into the yard - stepped on it - could feel it fluttering its wings and clearly it was larger than a typical bee. It is injured and we do have it contained for the time being.,[0],Negative ID
"Inch to inch and a half long,  stinger 1/4 stinger",[1],Unverified
Not sure what this is but we killed another one of these last week. So I’m concerned that there may be a hive near by? Don’t see these large hornets/ wasps very often. Please feel free to call my cell number 360-770-5322. Thanks,[1],Unverified
"Seen by a friend. Hanging out in a carport, when a giant wasp flew in. He has lived in the PNW for 30 years, is an accomplished forager and knows his mycology/botany/entomology, and he indicated he had never seen a wasp that large, that moved that fast,",[0],Unverified
"lat 47.12205, lon -122.14320",[0],Unverified
"The bee was on our car in Maple Leaf, Seattle. It was approximately 1.5 inches long (perhaps a touch longer), and very thick. It does not appear to match any bees we can find online, but most similarly looked like the giant Asian hornet without the back",[1],Negative ID
Photos don’t do justice on the size,[0],Negative ID
While camping it was attracted to our camp fire and food. We left the site and came back a few hours later and hornet was gone.,[1],Unverified
Lynwood Transit Center parking lot. Bee was an inch and a half. Squished it because it was by my kids.,[1],Negative ID
It landed on my tomato plant. I have not seen any bees for a while now. This thing flew in my plant. It was big and fast!,[0],Unverified
Found and killed on a fence post in our backyard by the contractor replacing our fence. I may have seen one last week in our backyard by our pond. I found a picture of the bug I spotted and it looked like a giant Asian hornet.,[0],Negative ID
I think I saw one in my back yard.  I,[0],Negative ID
I didn't realize what it was intil I looked it up on the internet. It was very big bigger then any wasp and had a bright orange head.,[1],Unverified
Not sure what this is but didn't want to take any chances!,[0],Negative ID
Found on driveway of my home at 3209 gay rd e tacoma,[1],Negative ID
Found dead floating in horse water containers,[1],Negative ID
Bigest yasp I've ever seen here.,[0],Negative ID
Giant Asian Hornet found in grill of car after lifting hood. The hornet is dead but stuck in grill of truck.,[1],Negative ID
Large hornet landed on hummingbird feeder,[1],Negative ID
"Was trimming a tree in my yard when a thick mostly black 2+inch wasp landed on me. It had yellow banding on it's legs and thin yellowish bands on its mostly black torso, as well as large mandibles. As the one that landed on me flew off another landed on",[0],Unverified
Found on inside wall of a greenhouse,[1],Negative ID
"Very large, mostly orange hornet observed in backyard.",[1],Unverified
Asian giant hornet was seen flying outside of condo door. Was not able to take a photo but I am certain that it was an Asian Giant Hornet.,[1],Unverified
This stayed on my sons leg and would not get off. Luckily it did not sting him.,[1],Negative ID
"was watering plants and my partner said we have them. I thought he meant ripe tomatoes,  but no, it was an Asian hornet about 2.25 inches. He didn't have his phone to catch a photo of it. We have about 10-15  honey bees that are in our plants.",[0],Unverified
Observed a Hornet flying around flower.  Tried to take a picture several times but was only able to obtain a fuzzy picture.,[1],Negative ID
It was quite large 1 1/2�? Landed on a marigold in my garden and then flew away immediately. I’m sorry no picture.,[0],Unverified
Way too big to be anything else,[1],Negative ID
In Issaquah highlands community garden on the flowers near the tomato plants,[0],Unverified
Large hornet attacked my lawn mower while running,[1],Unverified
Trapped it on our homemade plastic jar trap,[1],Negative ID
"They were with a lot of pollinator bees, they seemed to be feeding off the pollin as well, or flying from flower to flower.",[0],Negative ID
"About 2inch long and still alive, call me",[1],Negative ID
We were sitting on our swing and I heard a loud buzzing noise. I liked up and saw a HUGE bee that looked like a GIANT wasp. Im a Gardener and have never seen anything like that!,[1],Unverified
Red and fast and BIG - the size of a humming bird,[0],Unverified
Found this under the mat in truck not sure if it’s one of the bees or not. No head this is all that was there.,[0],Negative ID
Many other bee types among these distinctly large and orange bees. Only saw about 4 in neighborhood bush near community garden where I spotted others earlier in the month. There have also been fully black ones the same size that look like giant flying an,[1],Negative ID
"The wasp or hornet that I saw was much larger than a regular wasp, but not as big as some of the asian hornet sizes described. But it was different in that from the top it was not really stripped, the body was black and orange from the top. I didn't get",[0],Unverified
For 2 days I will be in my yard and this large Bee comes after me. Yesterday it landed on my Pool ladder and I hit it. It fell to the ground. I had 4 magazines in my hand from just laying out and reading them so I put them on top of the bee and stepped o,[0],Unverified
I have no idea what this is but we found it on our walk this morning. I think it may have been run over and I don’t necessarily think it’s a murder hornet however it is unusual so I thought I would send it.,[1],Negative ID
Larger than normal hornet not sure of species see photo. I have short videos of each pic.  Tried to catch but flew of when i returned with jar.,[1],Negative ID
"Went camping and boondocking by Cooper Lake, saw one huge one late at night",[0],Unverified
My son said he got bit and they’re trying to next in some freshly cut weeds,[1],Negative ID
It’s stinger got stuck on the window screen but it was able to get free before I could capture it.  It was approx 1.5-2�?,[1],Negative ID
Seen feeding on flowers from mint plants,[1],Negative ID
Large wasp or hornet near mint in our garden. Will attempt to trap it. Difficult to identify since it is not trapped.,[0],Negative ID
This is the second wasp we ve observed in our yard this summer,[0],Negative ID
"Flew from the top of a tree towards my friend and I, traveled at a seriously fast speed and could see and hear it flying towards us. My friend ducked, and scared it away where it flew back to the area of trees.",[1],Unverified
I saw it sitting on my hose in the yard. It was at least an inch and a half long. I swatted at it and it flew at me and then flew away.,[1],Unverified
"We live in Vancouver Wa, The wasp was in our  driveway, this date around 2:00PM...80 plus degrees. He appeared to have fallen from my basketball hoop, and we slowly flying in a circle, I swatted and knocked him down due to our grandkids near by, I took a",[1],Negative ID
"It was crawling across the parking lot at my apartments, another resident came along, I told him not to squish it, but he did, I got pictures of the corpse from different angles",[0],Negative ID
Is this a young version of the Asian Hornet. The board it is on is a 2 x 6 for size reference. This bee was at least 1.5 inches long.,[1],Negative ID
"Very large hornet in front of my house, 1.5-2 inches long. Dark yellow head, striped black and dark yellow abdomen, black thorax. Looked like murder hornets pictures I've seen but not orange, instead a dark yellow. Wasn't a yellow jacket, bee, or any was",[1],Unverified
I have seen two very large hornets at least the length of my thumb on two separate occasions on the south end of Mercer Island.,[1],Unverified
"Seen in the Wenatchee National Forest, Lake Kachees Campground",[0],Unverified
"Loud flying sound, long stinger",[0],Unverified
Not sure what it is but it was an inch and a half.,[1],Negative ID
"The insect’s wings may not have been working. It was crawling toward a lavender bush. The legs seem to be much bigger than images of other murder hornets, but it’s markings are hornet like. It was easily over an inch long.",[0],Negative ID
My husband shot it with a BB gun here’s half of it,[1],Negative ID
I have it in a jar,[1],Negative ID
"I’m not sure if this is an Asian giant hornet, but it doesn’t look like the other hornet/wasp types on your page. Photos were taken in my backyard in Olympia.",[1],Negative ID
This was caught in a web on my patio.  Was already dead.,[0],Negative ID
This was flying around my neighbors house it had a loud buzzing sound when it was flying. I don't know for sure if this is one of those Giant Asian Hornets.,[1],Negative ID
My husband and I were walking into our apartment and it flew at my husband and almost landed on his leg. We ran into our apartment because he realized what type of bee it was and we weren’t able to get a picture.,[0],Unverified
"Observed in backyard, unable to get photo. Matched photos of giant hornets in terms of size, color, markings, body segments/proportions and flight patterns/movement. Will keep close eye out to try to get photos.",[1],Unverified
Witnessed by 3 people but unable to capture it or take a picture,[0],Unverified
Thought it was a large orange bee at first but then noticed that it was almost 2 inches long and noticed the big eyes. It was flying and landing in various spots in a large grassy field and made a loud buzzing noise with its wings before taking off when,[1],Unverified
"This insect was spotted and killed (stepped on) by my coworker's son while fishing off the Toutle River, in Castle Rock, Washington.  I think it could be a Saw Elm Fly, but the head color matches Asian Giant Hornet color.  We are unsure and would like cl",[1],Negative ID
"Orange head. Bold orange stripes on body. Big. Definitely not a bald-faced.   It was flying short distances from shrub to shrub, then (probably responding to me) flew off.",[1],Unverified
Not sure if this is actually an Asian hornet?? Found dead this morning and ants have eaten most of its body.,[0],Negative ID
Can't include photo flew off,[0],Unverified
Apologies in advance if I’m wasting your time. I’ve never observed a wasp nest before in all my hikes. I wouldn’t have bothered until I saw a Asian giant hornet trap at the top of the hike. I’ve read that they build their nest mostly underground.,[1],Negative ID
"Very big with odd high pitched ""buzz'",[1],Negative ID
contractor working at my house reported sighting and provided picture - we aren't sure if it is a murder hornet but wanted to report it just in case,[0],Negative ID
"5300 block of South Alder Street in Tacoma, WA",[0],Unverified
Large up to 2 inches and orangish head and tail area. Biggest I’ve seen Tried to squish but flew off,[0],Unverified
I saw an almost thumb-sized large segmented flying bug hovering momentarily outside the kitchen window. I was unable to capture or photograph it since it flew off by the time I got outside with a kitchen towel to whack it. I am thinking it is this hornet,[0],Unverified
These hornets are building a nest in the ground in my back yard. Please advise.,[1],Negative ID
"Underwood, Wa drinking out of the waterfall at our house",[1],Negative ID
"We are worried we captured (for a moment a young murder hornet) It was so strong and speedy when we tried to get glass under the cup, it pushed it's way between, and flew away at supersonic speed. Looking at pics, it most closely resemble them. Included",[1],Unverified
"This is an update to the previous post for 5300 block of South Alder Street, Tacoma, WA:  I've gotten a closer look and believe that what I'm seeing is a Great Golden Digger Wasp, so please disregard the previous post (but it's cool to now know this kind",[1],Unverified
I saw at least 4 different hornets and trapped two.,[1],Negative ID
Very large dark wasp like insect came to us while we were eating dinner outside. Recently we discovered a large paper wasp nest which is very active. We don't think this flying thing had much yellow on it.,[1],Unverified
"saw it in my backyard, flying around my blooming oregano plants.",[0],Negative ID
Saw fly into my garage and then out and over the house. It was about 3-4�?with orangish red wings. I am super afraid of bees so I didn’t take a pic. Westport WA,[1],Unverified
Large about the size o my finger and dark yellow brownish color,[1],Unverified
About 2.5 inches long. Large yellow butt with stinger and yellow head. Landed on grass while watering and didn’t have my phone to snap a picture.,[0],Unverified
Saw another one at my house. That is two in just a few hours,[1],Unverified
Was watering my plants this was about 2inchs or longer with big head orange in color,[0],Unverified
"Was putting up tents in my front yard and one landed on a bright yellow rain fly, flew around, landed and flew away before I could photograph.",[0],Unverified
Unfortunately I do not have a photo. I saw one two weeks prior to the last sighting. I was sighting on my porch when it came through twice. I grabbed a swatter and hit it against the shed. Was unable to locate it. I lived in Hawaii for 5 years and was al,[0],Unverified
"I had my toddler with me so was unable to take a picture; however the thing was nearly as big as my thumb, and black with almost orange striping.",[1],Unverified
Captured outside home in Kent WA 98031,[1],Negative ID
Multiple,[0],Negative ID
They are all Over the front yard in the ground.  Can’t find a picture to identify so thought I would just send this in.,[1],Negative ID
Larger than paper wasp or yellow jacket,[0],Negative ID
A very large hornet!,[1],Negative ID
I still have it in a jar if needed.,[1],Negative ID
In a flowering herb along with lots of bees. Measures approximately an inch and a half.,[0],Negative ID
"Not sure what this is, but its huge. Trapped in a jar. Caught in my backyard in Renton Washington",[1],Negative ID
"3 grownups looked at it and said it was a murder hornet. I know without a photo it isn’t as useful, but I want y’all to be able to be on the look out!!!",[1],Unverified
"Came into backyard, thought it was a hummingbird at first- very large stinger",[1],Unverified
Its in a glass jar now and still alive,[1],Negative ID
Really loud as he flew,[1],Negative ID
Saw a huge flying insect going after what looked like a bee while walking the trail. Figured it was a firefly. Got closer and saw a nest in the ground about 3 feet off the trail. Saw one of the hornet walking around the opening of the nest. I took a phot,[1],Unverified
Thing bee was flying right next to me in the yard.,[0],Unverified
Hopefully you’re able to see the video I’ve included. I saw this possible Asian hornet killing another type of bee and pick it up and fly off with it. It was quite a bit bigger than the other insect and it’s wings had a slightly golden shine to the,[0],Negative ID
"Very large hornet that was flying around a cup of soda. Large mandible on a yellow/orange face, very apparent striping on the thorax. Large wings. Estimated about 1.5 inches long. Someone threw a rock at it and threw the carcass in the Yakima river befor",[0],Unverified
In Pasco - very large- looked like could be one- dead,[1],Negative ID
Cliffside nest a few hundred yards south of the entrance to Larabee State Park. Head south down past the train tracks from Larabee and look for a double sided cliff. It's hard to get to but once you shimmy your body down a boulder you should be okay. The,[1],Unverified
Ground nest,[0],Negative ID
There were 3 in the same area,[0],Negative ID
"It had an orangey yellow head, Striped/mottled yellow orange abdomen, was about 2 inches in length, thick through the whole length, there were two, they were burrowing into the sand. Did NOT look like a sand wasp. I couldn’t get close enough to get a p",[1],Negative ID
"About 1 1/2 inches long, solid golden orange head with black eyes; body orange with black stripes. Sorry no photo. seen at Log Boom Park kenmore wa",[0],Unverified
"Catching Bald Faced AND female Killer Hornets. 2 simple 2 level traps. Upprr using simple Hummingbird water/sugar, the lower gets Yellow Jakets using old meat. I have cleaned both traps so no pics yet.",[0],Unverified
Please let me know what this is. Thank you,[1],Negative ID
I experienced a large Hornet buzzing around my body at Larrabee Park campsite. Unfortunately.. I was unable to get a picture.,[0],Unverified
Was eating a spider on our deck. I have more photos if needed.,[0],Negative ID
Found in a fly trap,[1],Negative ID
It was extremely large and aggressive. It moved very quickly so we couldn’t get a picture. But it’s body looked like a dark brown. It was flying erratically from house to house in our neighborhood.,[1],Unverified
"Sited at my home in Burbank, Wa",[1],Negative ID
Found in wooded area near our house,[0],Negative ID
I have only seen one bee at a time. The first was when it was digging the first hole about 3 weeks ago and then yesterday on my hydrangea. It is about 2 inches long and has a skinny torso. There are more holes now. I don’t see any other bees. I haven,[0],Unverified
large hornet observed in my yard. unable to take pictures was being chased.,[1],Unverified
Flew into my yard and buzzed around my family for a while.,[0],Unverified
Traveled from Roslyn to Seattle on 8/28,[1],Negative ID
Photo shows the wasp (I think) on a plum passion hydrangea flower,[0],Negative ID
Seen flying around outside the thriftway doors.,[1],Unverified
Found in our backyard in Seabeck. Approximate 2�?long,[0],Negative ID
"I saw a very large hornet- orange and black in our yard by the kiddie pool. It was NOT a paper wasp, yellow jacket or bald faced hornet. I am a biologist and I know what all of those look like. This was a very large orange and black hornet.",[0],Unverified
Observed trapped by spider web,[1],Negative ID
Don’t think this is an Asian hornet as it has all black body and head with yellow eyes(?). Was flying at my wife while we were doing yard work. I swatted it first with a gloved hand and hit it with a shovel 4 or 5 times on bark. Thought it was dead and,[1],Negative ID
"It was in our house, crawling on my  husband's arm. He hit it off and then stomped on it.",[0],Negative ID
North Bend,[1],Negative ID
We were eating dinner and it came out of no where,[1],Unverified
"I think it is a Bald-faced hornet. Lethargic, on inside window sill. Diff. photo angle",[0],Negative ID
Pic is hard to see but saw this last weekend also.  Found on tree limb we had cut down. My husband killed it accidentally. Not sure what it is but thought I'd ask.,[0],Negative ID
"We saw what could have been a ""Murder Hornet"" at a BBQ in our back yard",[0],Unverified
We saw this large ‘bug�?on a windowsill early evening. It was approximately 2 �?long. Was black/ brown until it opened its wings then we saw striped markings as well as the stinger. We have a many bees in our yard due to the flowers specifically pl,[0],Unverified
Please advise if this is a wood wasp- not the Giant Asian hornet. Loc 8176 NE Loughrey Ave Indianola WA 98342,[0],Negative ID
Captured burrowing in dirt under plant.,[1],Negative ID
Observed while watering flowers frequented by honey bees - killed it (hence it is a little mangled),[1],Negative ID
Was caught on a tree log in our backyard.,[1],Unverified
"Caught one yesterday around 3 pm and saw another around 5 but couldn’t catch that one in time. Located in Everett, WA",[1],Negative ID
Northbound I-5 by the custer rest area hit my windshield the head stayed attached to my wiper the body flew off,[1],Negative ID
It was big! A darker orange color and a dark middle section. I don't know that I saw it's head. It's thorax was mostly the orange with a black triangle at the very tip.,[0],Unverified
"Much larger and wider than any hornet or wasp I’ve ever seen. Orange and black stripes, reddish wings.",[1],Unverified
"I do NOT have a picture of what I saw. However, I DO believe that it could have been an Asian Murder Hornet. I was in my front yard and saw the hornet kind of flying or hovering about a section of my yard. I was about a couple feet away from the hornet a",[0],Unverified
It’s huge! But unclear if murder hornet. Never seen one this size. I have it.,[0],Negative ID
I saw one in my parking lot...unfortunately I couln't take a pciture,[1],Unverified
I was doing some tree branch trimming in my little forest and spotted this big thing,[0],Negative ID
We obseeved more then 30 counted digging in the sandy soil around the flagpole for Gordy fire department,[1],Unverified
Unsure,[1],Negative ID
"About 2�?long all black, very aggressively darting at me for 30-40 seconds. Came out while I was cutting wood on our back acreage.",[0],Unverified
flying around a wood pile,[1],Negative ID
"I have lived in Washington for 45 years & have never seen a wasp this large.  It was approximately 1.5-2.0 inches long, had yellow/black stripes, bright oranges legs & wings (legs & wings were also very long), & an orange & yellow face.  It had a long st",[1],Unverified
Seen in my backyard/vegetable three times. The most noticeable is the orange head and the size. First I thought there two sexualy entangled insects. By the time time I got the phone ready it was too late.,[1],Unverified
"We were not able to keep this alive but I am pretty sure it""s a baskin bee. If the picture isnt good I can send it via cellphone easier.",[1],Negative ID
Only saw one.,[1],Negative ID
"I saw an enormous hornet flying, and when it landed on a nearby rock, I went to see what it looked like. It was carrying another bee/wasp/hornet and eating it.",[1],Negative ID
Very large at least 2 inches orange and black bee.  Was not able to catch it or take picture.  Biggest bee I have seen.  Sorry no pic,[0],Unverified
Not 12 AM.  About 3 PM.   I heard it flying noisily into my shop before I even saw it.  It was flying very slowly and landed on the window sill.  I remembered the bees and swatted it which is why it's a bit smashed looking.  After checking the website to,[0],Unverified
Was flying in my yard when I was cleaning and I slapped it and pinched the back so it wouldn’t fly,[1],Negative ID
"slight orange head, roughly 2 inches in length, very loud and distinct sound when hovering, was near the eave of apartment balcony where honey bees are known to frequent due to a lot of forestry. Too afraid to get close enough to take a picture but my hu",[0],Unverified
Found dead in dogs water bucket.,[1],Negative ID
On Spirea plant (scale),[0],Negative ID
"I looked down and noticed what looked like a very large hornet, it did look similar to the Asian. Giant Hornet but it only gave me three or four seconds before it entered a hole in he ground at the base of a telephone pole.",[0],Unverified
It flew right into my apartment. I baracaded myself in my room while my fiance carefully waited for it to leave.,[0],Unverified
After the first murder hornet left a second came in. Going to have fiance close door once this one leaves.,[0],Unverified
Found while working on a exterior home repair project.,[1],Unverified
"Lake Stevens, WA",[0],Negative ID
Hard to get a good picture because it was trapped in the vehicles wiper blade mount. The vehicle was parked in the 750 block of Aloha st in the city of Seattle.,[1],Negative ID
"I sent a message several days ago that I saw what I think was a murder hornet in my yard. Today, I found one dead on my driveway. I have attached a photo.",[0],Negative ID
"I spotted what appeared to be an Asian Giant Hornet in my garden yesterday. I was not able to get a photo in time before it flew away. Distinguishing characteristics:  Relatively large in size compared to a standard wasp, long torso, orange and red strip",[0],Unverified
"The entamologist's comments (regarding the 5300 S Alder block) appear to be meant for someone else's post from a previous month and with an unassociated bumble bee photo.  Good news is that neither one is the murder hornet, but (for just for clarity sake",[0],Unverified
Loud as hell when flying,[1],Negative ID
"Seen flying near the ground in our front yard, eating a small cricket. Was flying in and out of a hole in the ground. Husband killed it with WD-40. Have the specimen in a jar.",[1],Negative ID
We saw a murder hornet in our oregano bush. We took pictures and confirmed the species. We took a picture and need to transfer it from our camera to our computer. We figured we'd let you know right away. We'll send the picture once we transfer it over.,[0],Unverified
Pic,[1],Negative ID
The largest flying bee/hornet I’ve ever seen!,[1],Negative ID
about the size of a quarter mostly black with some yellow and the body that looked similar to normal hornets I have seen. I have never seen a bee that big,[1],Unverified
"Painter knocked one down, alive, and we caught it in a jar",[1],Negative ID
"Large hornet about 2.5-3"" long",[1],Unverified
Seen in Granite Falls while my BF was on top of the roof.  He said it was the size of a hummingbird with a huge stinger.  He did not take pics. He was too freaked out and had to get away,[0],Unverified
Orange and black. Alot larger than normal hornets from the northwest. I did not get a picture.,[0],Unverified
"It had no wings though. Probably 1-1.5�?""['wing'",[0]," 'Probably']"""
it flew into a wall and then flew away was unable to get pictures and encounter was really short. It flew at my wife then flew away,[0],Unverified
"Was surprised to see it in Seattle. I was unable to get phone out before it flew away, however my husband and I both saw it and we are 100% certain it was a murder hornet. HUGE, orange-ish color, larger orange/tan head. I wish I could have safely gotten",[1],Unverified
I found in backyard. It was in a spider web. It is about 2 inches with a long stinger.,[0],Negative ID
Notice honey bees attacking 2 on summer sweet bush (clathrate alnifolia),[0],Negative ID
"Sorry, just reported & now I think it's a digger hornet",[0],Negative ID
In dogs water bowl.,[1],Negative ID
Didn’t get a picture...it was on my bike when I stopped.  About the size of my finger from knuckle to nail - a little less than two inches - eating a cricket.  I tried to swat it dead but it flew away.  I took a pic of the big it was eating.,[1],Negative ID
Outside watering plants saw very large and colorful bee on ground alive. I went to get a jar but it was already gone.,[1],Unverified
I captured this bee on my driveway parking strip this morning around 7am and have it in a glass jar,[0],Negative ID
Also hornets came to my backyard two nights in a row. There are many bee hives in next door property under ground.,[1],Negative ID
"In my garden on the flowers of garlic chives, 2 large, 1 small",[1],Negative ID
Was digging in garden and one landed on my tool,[1],Unverified
"About 2"" big.  Might be a Horn tail Wasp",[0],Negative ID
Sighted on a light post in the cascade park neighborhood of Vancouver.,[1],Negative ID
"I've never seen this type of wasp or hornet. It's quite large compared to yellow jackets.  There are several on a mint plant. It dosent look like the giant Hornets, but is large, as I said before. No stripes, as you can see by photo. Sorry the pics aren'",[0],Negative ID
"Saw in my yard while watering, appears to be1.5 inches long.",[0],Negative ID
On mock orange bush leaf.,[1],Unverified
found in the grass near a plant with lots of bumblebees. Dogs where trying to eat it. It looked hurt.,[0],Negative ID
Was seen on our blackberry patch,[1],Unverified
"We've captured it but don't have a picture and don't want to open the bucket it's in. It will die without air but we don't want to let it out, so what should we do?  And we don't want to try to take a picture and risk having it get out and either fly awa",[0],Unverified
"May have a lot of of bees in there.  Think the saki wasn't enough.  No  murder hornets,  just reporting the placement of a trap.",[0],Unverified
Not sure if Asian hornet. Large with black and red markings. Very aggressive. Have seen twice with two other people.,[1],Unverified
"Just reporting a trap location and that I've caught a lot of bees,  too.   The Saki isn't working.",[0],Unverified
A large something just flew through my yard,[1],Unverified
I have it trapped.  Pretty large and would die when I hit it with my flip flop.,[1],Negative ID
"Found this on our deck, thought it looked like the workers we saw on TV last week. We put a jar over it.",[0],Negative ID
"I observed a large, 1-2 wasp flying within arms reach of me. It looked mostly black with reddish, perhaps orange, stripes on its back. I clearly identified a large stinger on its body. I attempted to photograph it but it flew away before I could. I have",[1],Unverified
Found dead near wild bee hive,[1],Negative ID
"It's caught in a spider web but is 2 inches long, has a stinger, and looks exactly like the photos of the Asian ""murder hornet""",[1],Negative ID
Pretty sure I saw one flying around in my backyards I was getting ready to water. Left before I could get a picture,[0],Unverified
We were told to report this as people thought it was an asain hornet,[1],Negative ID
"Did not see the bees up close. Noticed they are fairly large, majority of the body is black but had some yellow it it. I have two of these nests in my neighborhood where I live in.",[1],Negative ID
