num,raw,processed,status,,,,,,,,,,,,,,,,,,,,,,,,
3616,"flew past upstairs window, men trimming trees in small wood behind house could have disturbed it","['flew', 'past', 'upstairs', 'window', 'men', 'trim', 'tree', 'small', 'wood', 'behind', 'house', 'could', 'disturb']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3617,"I saw 2 hornets in Marysville, Wa. and noticed their size. I was able to catch one. It is in a ziplock bag in my posession.","['saw', 'hornet', 'Marysville', 'notice', 'size', 'able', 'catch', 'one', 'ziplock', 'bag', 'posession']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3618,I found a dead bee/winged something that’s almost 2 inches long with a stinger that is 1/2 an inch. It is black and the bug is dried.,"['find', 'dead', 'bee', 'wing', 'something', 'almost', 'inch', 'long', 'stinger', 'inch', 'black', 'bug', 'dry']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3619,this is not an Asian hornet but i couldn't find any other pages. I did a little research and the only insect that looks like this is from England. could you assist,"['Asian', 'hornet', 'find', 'page', 'little', 'research', 'insect', 'look', 'like', 'England', 'could', 'assist']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3620,Dead on my patio.. it’s in a baggie,"['Dead', 'patio', 'baggie']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3621,"We caught and killed 2, 2nd on September 25th","['caught', 'kill', '2nd', 'September', '25th']",Positive ID,,,,,,,,,,,,,,,,,,,,,,,,
3622,"Found this large wasp/hornet like insect (alive) on our deck in Anacortes, Wa after strong wind/rain on morning of 09/24/2020. It was slightly larger before rigor mortis set in and it curled up a bit.","['Found', 'large', 'wasp', 'hornet', 'like', 'insect', 'alive', 'deck', 'Anacortes', 'strong', 'wind', 'rain', 'morning', '2020', 'slightly', 'large', 'rigor', 'mortis', 'set', 'curl', 'bit']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3623,Found barely moving in our garage,"['Found', 'barely', 'move', 'garage']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3624,Was at work it stung me through a heavy leather glove,"['Was', 'work', 'stung', 'heavy', 'leather', 'glove']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3625,"Saw what I am pretty sure was an Asian hornet in my front yard this morning. It landed on a bush and got caught up in a spider web. It was large enough to break free, it moves to another section of the bush and began to clear the web from it's body. I we","['Saw', 'pretty', 'sure', 'Asian', 'hornet', 'front', 'yard', 'morning', 'land', 'bush', 'get', 'caught', 'spider', 'web', 'large', 'enough', 'break', 'free', 'move', 'another', 'section', 'bush', 'begin', 'clear', 'web', 'body']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3626,"9/27/20 On our front porch  840 NE 58th St, Seattle, WA","['front', 'porch', '840', '58th', 'Seattle']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3627,"Was checking tomato plants, heard buzzing. Saw large bee type insect with orange striped end of body (abdomen?) Not good look at face or eyes as it was about 6 feet above me","['Was', 'check', 'tomato', 'plant', 'hear', 'buzz', 'Saw', 'large', 'bee', 'type', 'insect', 'orange', 'strip', 'end', 'body', 'abdomen', 'Not', 'good', 'look', 'face', 'eye', 'foot']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3628,Found dead,"['Found', 'dead']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3629,Saw one flying around. Unable to take picture.,"['Saw', 'one', 'fly', 'around', 'Unable', 'take', 'picture']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3630,"Unable to take a picture since it took off before I could grab my camera, but I got a really good look at it through the window and it definitely had the orange face and didn’t look like any of the other wasps on your website.","['Unable', 'take', 'picture', 'since', 'take', 'could', 'grab', 'camera', 'get', 'really', 'good', 'look', 'window', 'definitely', 'orange', 'face', 'look', 'like', 'wasp', 'website']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3631,"Doesn't look exactly like the picture, but we thought we'd report just in case.","['Doesn', 'look', 'exactly', 'like', 'picture', 'think', 'report', 'case']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3632,"We observed this bug in Soap Lake, WA. It doesn’t have wings but I didn’t know if maybe they develop those later. Honestly, this thing just looked like nothing I’ve ever seen before so I wanted to submit it to be safe.","['observe', 'bug', 'Soap', 'Lake', 'wing', 'know', 'maybe', 'develop', 'later', 'Honestly', 'thing', 'look', 'like', 'nothing', 'ever', 'see', 'want', 'submit', 'safe']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3633,Flew into our home and landed in a window. It appears to possibly be a different type. But I’m unsure.,"['Flew', 'home', 'land', 'window', 'appear', 'possibly', 'different', 'type', 'But', 'unsure']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3634,Huge,['Huge'],Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3635,Massive size with a weird orange colored head.,"['Massive', 'size', 'weird', 'orange', 'color', 'head']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3636,Looked much larger before I swatted it with fly swatter,"['Looked', 'much', 'large', 'swat', 'fly', 'swatter']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3637,May have captured a young murder hornet not sure as allergies to bed stings captured in Everett at QFC Everett Avenue and Broadway Everett Washington,"['May', 'capture', 'young', 'murder', 'hornet', 'sure', 'allergy', 'bed', 'sting', 'capture', 'Everett', 'QFC', 'Everett', 'Avenue', 'Broadway', 'Everett', 'Washington']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3638,"2 sets of wings, 2 stingers? Thin, black body, orange wings, orange antennas.","['set', 'wing', 'stinger', 'Thin', 'black', 'body', 'orange', 'wing', 'orange', 'antenna']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3639,I’m not sure but I have never seen one of these,"['sure', 'never', 'see', 'one']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3640,Big hornet. Appears to be a Bald Face?,"['Big', 'hornet', 'Appears', 'Bald', 'Face']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3641,"Found in a brick, flew away after picture was taken.","['Found', 'brick', 'fly', 'away', 'picture', 'take']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3642,My dog brought this in to my home. I dont think its an Asian Hornet but I've never seen anything like it before.,"['dog', 'bring', 'home', 'dont', 'think', 'Asian', 'Hornet', 'never', 'see', 'anything', 'like']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3643,while our walking at Shoreview park near the Shoreline Community College a man walking with his son and dog warned us about a sighting of a possible murder hornet nearby.  he spotted the hornet in the field adjacent to the baseball field and the playgrou,"['walk', 'Shoreview', 'park', 'near', 'Shoreline', 'Community', 'College', 'man', 'walk', 'son', 'dog', 'warn', 'sight', 'possible', 'murder', 'hornet', 'nearby', 'spot', 'hornet', 'field', 'adjacent', 'baseball', 'field', 'playgrou']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3644,Killed and put into bag.   Larger one was spotted before the little one we killed,"['Killed', 'put', 'bag', 'Larger', 'one', 'spot', 'little', 'one', 'kill']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3645,Saw this on my Ring camera and thought maybe it was a murder hornet.,"['Saw', 'Ring', 'camera', 'think', 'maybe', 'murder', 'hornet']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3646,"I was working on building a feeding station when one flew onto the front of the roof header.  The size of the hornet and especially the stinger scared me from taking any action.  I did not have my camera with me to take a picture.  This thing was HUGE, e","['work', 'building', 'feed', 'station', 'one', 'flew', 'onto', 'front', 'roof', 'header', 'The', 'size', 'hornet', 'especially', 'stinger', 'scared', 'take', 'action', 'camera', 'take', 'picture', 'This', 'thing', 'HUGE']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3647,1.25+ in length. Digging hole. Terminated by tennis racket. Have most of body.,"['length', 'Digging', 'hole', 'Terminated', 'tennis', 'racket', 'Have', 'body']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3648,"It looked similar to a yellow jacket, but was at least 1.5 inches long. We saw it through our apartment window, but were not able to get a picture of it. Wanted to report just in case.","['look', 'similar', 'yellow', 'jacket', 'least', 'inch', 'long', 'saw', 'apartment', 'window', 'able', 'get', 'picture', 'Wanted', 'report', 'case']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3649,At about 1:30pm today a 1.75 - 2 inch (wasp) from stinger to head landed 1' from me. I had the opportunity to see it very clearly. The picture attached is from online. It is exactly what I saw.,"['30pm', 'today', 'inch', 'wasp', 'stinger', 'head', 'land', 'opportunity', 'see', 'clearly', 'The', 'picture', 'attach', 'online', 'exactly', 'saw']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3650,I first saw it from in the House and thought it was a hummingbird because of it's size and how it moved. It chased all of the honeybees away from the flowers. I think it is to skinny to be the Asian Hornet? I have never seen one anywhere close to this bi,"['first', 'saw', 'House', 'think', 'hummingbird', 'size', 'move', 'chased', 'honeybee', 'away', 'flower', 'think', 'skinny', 'Asian', 'Hornet', 'never', 'see', 'one', 'anywhere', 'close']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3651,"Sorry was not able to rake photo. It was very large, appeared to be orange and black. Tried to get close but was afraid for my toddler that was with me","['Sorry', 'able', 'rake', 'photo', 'large', 'appear', 'orange', 'black', 'Tried', 'get', 'close', 'afraid', 'toddler']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3652,"the pest was back and yellow and around 2"" long. it had landed on my wife's behind in the front yard of the location below. by far the largest wasp like creature i have seen in 45 years in wa.","['pest', 'back', 'yellow', 'around', 'long', 'landed', 'wife', 'behind', 'front', 'yard', 'location', 'far', 'large', 'wasp', 'like', 'creature', 'see', 'year']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3653,"I was in my backyard and saw something out of the ordinary,it looked like an Asian wasp because of the color first off and size  and shape","['backyard', 'saw', 'something', 'ordinary', 'look', 'like', 'Asian', 'wasp', 'color', 'first', 'size', 'shape']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3654,"It was spotted in our community garden in Sudden Valley. In the photo, it is on the large white allium blossom - at least 2"" long.","['spot', 'community', 'garden', 'Sudden', 'Valley', 'photo', 'large', 'white', 'allium', 'blossom', 'least', 'long']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3655,They made a nest in my shed at my house.,"['They', 'make', 'nest', 'shed', 'house']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3656,The insect appears to be distressed and dying.,"['The', 'insect', 'appear', 'distressed', 'die']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3657,"We found this at our HOA pool. I meant to send a long time ago but forgot.  Not sure if it is an asian hornet but figured it probably would be worth to send in, just in case.  It was very large, maybe 1.5 inch or more. Gave the bugger to the maintenace m","['find', 'HOA', 'pool', 'mean', 'send', 'long', 'time', 'ago', 'forget', 'Not', 'sure', 'asian', 'hornet', 'figure', 'probably', 'would', 'worth', 'send', 'case', 'large', 'maybe', 'inch', 'Gave', 'bugger', 'maintenace']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3658,"Found in water trough, had drowned. It stinks.","['Found', 'water', 'trough', 'drown', 'stink']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3659,No photo - matches WSDA description and photos of male Asian Hornets,"['photo', 'match', 'WSDA', 'description', 'photo', 'male', 'Asian', 'Hornets']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3660,"Seen flying from flower to flower in backyard, for reference flowers in photos are approx 0.3 inch diameter","['Seen', 'fly', 'flower', 'flower', 'backyard', 'reference', 'flower', 'photos', 'approx', 'inch', 'diameter']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3661,We noticed a few giant bees near our roofline. Our security camera picked up one of them and they closely resemble the Asian giant hornet. Without getting up close I can’t say for sure but I’ve attached still photos from the video for the experts to,"['notice', 'giant', 'bee', 'near', 'roofline', 'Our', 'security', 'camera', 'pick', 'one', 'closely', 'resemble', 'Asian', 'giant', 'hornet', 'Without', 'get', 'close', 'say', 'sure', 'attach', 'still', 'photos', 'video', 'expert']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3662,It would seem if was getting pollen from some ground plants we have,"['would', 'seem', 'get', 'pollen', 'ground', 'plant']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3663,Large hornets nest. Bigger than a football. No clear sighting of hornets. But glimpses were predominantly black.,"['Large', 'hornet', 'nest', 'Bigger', 'football', 'clear', 'sight', 'hornet', 'But', 'glimpse', 'predominantly', 'black']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3664,"Saw what appeared to be an AGH fly past my window. It was large, orangeish/yellow and black. I thought it was a mall hummingbird at first.","['Saw', 'appear', 'AGH', 'fly', 'past', 'window', 'large', 'orangeish', 'yellow', 'black', 'thought', 'mall', 'hummingbird', 'first']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3665,was pulling up invasive ivy on ground and it was disturbed,"['pull', 'invasive', 'ivy', 'ground', 'disturb']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3666,"Hard to see. When magnify photo becomes a bit blurry. But insect was a hornet, I think, and not a yellow jacket.","['Hard', 'see', 'When', 'magnify', 'photo', 'become', 'bit', 'blurry', 'But', 'insect', 'hornet', 'think', 'yellow', 'jacket']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3667,"I regret not taking a picture, but I am almost positive I saw one dead and partially wrapped in a spider web last month (above date not accurate). The web was on my deck. I looked for it in the morning and the spider and it’s prey were gone. Both the s","['regret', 'take', 'picture', 'almost', 'positive', 'saw', 'one', 'dead', 'partially', 'wrap', 'spider', 'web', 'last', 'month', 'date', 'accurate', 'The', 'web', 'deck', 'look', 'morning', 'spider', 'prey', 'go', 'Both']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3668,"Flew past my dog when we were on a walk and landed on the gutter of the apartment next to mine I could get a good picture. But I attached what I could get. Seen in The Hills on Grand apartment complexIn Pullman, WA.","['Flew', 'past', 'dog', 'walk', 'land', 'gutter', 'apartment', 'next', 'mine', 'could', 'get', 'good', 'picture', 'But', 'attach', 'could', 'get', 'Seen', 'The', 'Hills', 'Grand', 'apartment', 'complexIn', 'Pullman']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3669,"We found this extremely large hornet/wasp on the side of our house on Camano Island. We captured it in a jar and sadly, it took three days to die. Is this a killer hornet?","['find', 'extremely', 'large', 'hornet', 'wasp', 'side', 'house', 'Camano', 'Island', 'capture', 'jar', 'sadly', 'take', 'three', 'day', 'die', 'killer', 'hornet']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3670,Sending video of potential murder hornet,"['Sending', 'video', 'potential', 'murder', 'hornet']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3671,"Flew into house, sat on blanket, then flew back out when disturbed. Landed on my dog, I swapped it to the ground. From there it flew away. I must say that it was extremely loud, and extremely fast!!","['Flew', 'house', 'sit', 'blanket', 'fly', 'back', 'disturb', 'Landed', 'dog', 'swap', 'ground', 'From', 'flew', 'away', 'must', 'say', 'extremely', 'loud', 'extremely', 'fast']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3672,"I sprayed him with paint because he was filling in my face. Caught it in a zip lock bag, alive.","['spray', 'paint', 'fill', 'face', 'Caught', 'zip', 'lock', 'bag', 'alive']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3673,Was in the siding of the house then flew away.,"['Was', 'side', 'house', 'fly', 'away']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3674,Found caught in fake Halloween spider web.  Picture attach.,"['Found', 'catch', 'fake', 'Halloween', 'spider', 'web', 'Picture', 'attach']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3675,I was outside with my neighbor and one landed on her back. We both saw it. It was huge and human like eyes. Golden is wings. Very vibrant color stripe. We took the kids to safety and I went back out and saw another in our field. You are welcome to come a,"['outside', 'neighbor', 'one', 'land', 'back', 'saw', 'huge', 'human', 'like', 'eye', 'Golden', 'wing', 'Very', 'vibrant', 'color', 'stripe', 'take', 'kid', 'safety', 'go', 'back', 'saw', 'another', 'field', 'You', 'welcome', 'come']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3676,This insect immediate caught my attention as my wife & I were setting up our tent at 5:00 PM on 7/29/2020 at the Big Creek Campground south of SR 706 between Ashford and the Nisqually entrance to Mt. Rainier National Park. It swarmed aggressively in our,"['This', 'insect', 'immediate', 'catch', 'attention', 'wife', 'set', 'tent', '2020', 'Big', 'Creek', 'Campground', 'south', '706', 'Ashford', 'Nisqually', 'entrance', 'Rainier', 'National', 'Park', 'swarm', 'aggressively']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3677,"I have seen an image on my security camera, that looks exactly like an Asian Hornet. The nest is located about 2 feet from my security camera right below my roof. I have included a image of the best. Hopefully you can use this to identify. I am located o","['see', 'image', 'security', 'camera', 'look', 'exactly', 'like', 'Asian', 'Hornet', 'The', 'nest', 'located', 'foot', 'security', 'camera', 'right', 'roof', 'include', 'image', 'best', 'Hopefully', 'use', 'identify', 'locate']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3678,Noticed the orange color and the size of it compared to the yellow jackets that were flying into our house.,"['Noticed', 'orange', 'color', 'size', 'compare', 'yellow', 'jacket', 'fly', 'house']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3679,"This hornet was huge, I’d never seen one like it. It appeared to be injured as it was flying unusually and with its stinger out (my assumption).","['This', 'hornet', 'huge', 'never', 'see', 'one', 'like', 'appear', 'injured', 'fly', 'unusually', 'stinger', 'assumption']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3680,just on the ground in the driveway,"['ground', 'driveway']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3681,Its alive. And it huge! Black and orange. With long stinger,"['Its', 'alive', 'And', 'huge', 'Black', 'orange', 'With', 'long', 'stinger']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3682,Found in my back yard. Captured in a Mason jar.,"['Found', 'back', 'yard', 'Captured', 'Mason', 'jar']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3683,It chased me around when I was outside. I'm usually very good at bug identification but I had never seen this one before. I saw your ad and then I realized that's what it was! I am almost certain. It was flying so I don't have a picture.,"['chase', 'around', 'outside', 'usually', 'good', 'bug', 'identification', 'never', 'see', 'one', 'saw', 'realize', 'almost', 'certain', 'flying', 'picture']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3684,Large bee about 2-2.5in long. Large abdomen. Dark orange markings. Unable to take photo,"['Large', 'bee', '5in', 'long', 'Large', 'abdomen', 'Dark', 'orange', 'marking', 'Unable', 'take', 'photo']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3685,Camping at Quarry Pond State Park Deception Pass State Park on inside loop.  Saw the hornet 3 different times at our campsite.  One.,"['Camping', 'Quarry', 'Pond', 'State', 'Park', 'Deception', 'Pass', 'State', 'Park', 'inside', 'loop', 'Saw', 'hornet', 'different', 'time', 'campsite', 'One']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3686,Live specimen obtained in 98103,"['Live', 'specimen', 'obtain', '98103']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3687,Hornet did not seem aggressive or disturbed by human presence,"['Hornet', 'seem', 'aggressive', 'disturbed', 'human', 'presence']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3688,my friends chickens were attacking it she has caught it.,"['friend', 'chicken', 'attack', 'caught']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3689,doorbell cam image,"['doorbell', 'cam', 'image']",Positive ID,,,,,,,,,,,,,,,,,,,,,,,,
3690,Dead hornet in light,"['Dead', 'hornet', 'light']",Positive ID,,,,,,,,,,,,,,,,,,,,,,,,
3691,Live hornet captured by WSDA staff,"['Live', 'hornet', 'capture', 'WSDA', 'staff']",Positive ID,,,,,,,,,,,,,,,,,,,,,,,,
3692,Found dead on our porch.,"['Found', 'dead', 'porch']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3693,Myself and my neighbor observed one of these Hornets on the 28th of September. We were unable to get a photo. We did have a phone with us and compared it to the one that is on the website. It was exactly the same. By the time we were able to get a photo,"['Myself', 'neighbor', 'observe', 'one', 'Hornets', '28th', 'September', 'unable', 'get', 'photo', 'phone', 'compare', 'one', 'website', 'exactly', 'time', 'able', 'get', 'photo']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3694,Found in hole in parking strip at Pine and 36TH Ave,"['Found', 'hole', 'park', 'strip', 'Pine', '36TH', 'Ave']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3695,"Didn't get a real good look, but it was buzzing and landing close to where I was working.  It was very large.  Might have been one.","['Didn', 'get', 'real', 'good', 'look', 'buzz', 'land', 'close', 'work', 'large', 'Might', 'one']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3696,"I am 100% sure I saw a murder hornet in my back yard hovering near wasps. It was at least 2-2-1/2"" long, very bold yellow face with black eyes, striped body shaped like a hornet not a round bumble bee, I have many bees and wasps around but have never see","['100', 'sure', 'saw', 'murder', 'hornet', 'back', 'yard', 'hover', 'near', 'wasps', 'least', 'long', 'bold', 'yellow', 'face', 'black', 'eye', 'strip', 'body', 'shape', 'like', 'hornet', 'round', 'bumble', 'bee', 'many', 'bee', 'wasps', 'around', 'never', 'see']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3697,Insect was about 1.5 in long. Hopefully just an elm sawfly. Did not get close enough to look for a stinger.,"['Insect', 'long', 'Hopefully', 'elm', 'sawfly', 'Did', 'get', 'close', 'enough', 'look', 'stinger']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3698,Not sure if this is of concern but it’s huge.  No wings.,"['Not', 'sure', 'concern', 'huge', 'wing']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3699,2 inches long. alive in jar,"['inch', 'long', 'alive', 'jar']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3700,"Found intact, dead on patio in White Salmon, WA","['Found', 'intact', 'dead', 'patio', 'White', 'Salmon']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3701,Found in my front yard,"['Found', 'front', 'yard']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3702,Weird bug. Long stinger,"['Weird', 'bug', 'Long', 'stinger']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3703,Did you get this picture?  I sent it in previously with no reply.  If not an Asian Hornet what is it?,"['Did', 'get', 'picture', 'send', 'previously', 'reply', 'Asian', 'Hornet']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3704,was around 2:30 pm it landed on my horse and then flew and landed on my truck.  i went to catch it and it flew off.  it had a bee in its legs.,"['around', 'land', 'horse', 'flew', 'land', 'truck', 'go', 'catch', 'flew', 'bee', 'leg']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3705,"While out on deck, a very large (est. min. 2�?in length and 1/2�?width) brown and golden yellow hornet touched down on a blanket two feet away from me and then immediately flew off over our roof heading north. Quite a hefty hornet, wasn’t in a hurr","['While', 'deck', 'large', 'est', 'min', 'length', 'width', 'brown', 'golden', 'yellow', 'hornet', 'touch', 'blanket', 'two', 'foot', 'away', 'immediately', 'flew', 'roof', 'head', 'north', 'Quite', 'hefty', 'hornet', 'hurr']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3706,A giant bee was in my window and my dogs went crazy .. I tried to free it but as I looked she was the size of a quarter and very black .. I captured her and put her in a cup later my hubby smooshed her backend . I have her in a plastic bag .. she was lon,"['giant', 'bee', 'window', 'dog', 'go', 'crazy', 'try', 'free', 'look', 'size', 'quarter', 'black', 'capture', 'put', 'cup', 'later', 'hubby', 'smooshed', 'backend', 'plastic', 'bag', 'lon']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3707,"I observed what I believe to be an Asian Giant Hornet on my sliding glass door. It was the approximate size of an Asian Giant Hornet, approximately 2+ inches in length. It did not look like typical hornets we see in our area. Black and yellow markings, f","['observe', 'believe', 'Asian', 'Giant', 'Hornet', 'slide', 'glass', 'door', 'approximate', 'size', 'Asian', 'Giant', 'Hornet', 'approximately', 'inch', 'length', 'look', 'like', 'typical', 'hornet', 'see', 'area', 'Black', 'yellow', 'marking']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3708,Got ran over in the garage. But the 2nd one I’ve found on the property that appears to be oversized bees. Both were ran over unfortunately.,"['Got', 'run', 'garage', 'But', '2nd', 'one', 'found', 'property', 'appear', 'oversized', 'bee', 'Both', 'run', 'unfortunately']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3709,This guy caught my attention because of his size as he flew past my window.  Over an inch long,"['This', 'guy', 'catch', 'attention', 'size', 'fly', 'past', 'window', 'Over', 'inch', 'long']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3710,"very large hornet hovering by my home's gutter. Largest I have seen, clearly not a yellow jacket","['large', 'hornet', 'hover', 'home', 'gutter', 'Largest', 'see', 'clearly', 'yellow', 'jacket']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3711,Trapped between window and screen last three days,"['Trapped', 'window', 'screen', 'last', 'three', 'day']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3712,"I was moving a firewood pile when I saw a very large insect with the size/coloration of the pictures of the Asian hornet on a piece of firewood. I'm not squeemish about bugs, but this was one that I had never seen and seemed a little threatening so I sma","['move', 'firewood', 'pile', 'saw', 'large', 'insect', 'size', 'coloration', 'picture', 'Asian', 'hornet', 'piece', 'firewood', 'squeemish', 'bug', 'one', 'never', 'see', 'seem', 'little', 'threatening', 'sma']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3713,I'm almost positive that it was based on the size and what I've seen images of. It was an orange/black color and very fat. It was outside my window at work on Bakerview rd. I was unable to get a pic but will try again.,"['almost', 'positive', 'base', 'size', 'see', 'image', 'orange', 'black', 'color', 'fat', 'outside', 'window', 'work', 'Bakerview', 'unable', 'get', 'pic', 'try']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3714,"I had a very large hornet fly into my house. It was pretty thick and had to be well over an inch long. Maybe two. It definitely had a stinger. I observed a black body, and a yellow / black striped (enormous) stinger. I didn't take a picture of it. I trap","['large', 'hornet', 'fly', 'house', 'pretty', 'thick', 'well', 'inch', 'long', 'Maybe', 'two', 'definitely', 'stinger', 'observed', 'black', 'body', 'yellow', 'black', 'strip', 'enormous', 'stinger', 'take', 'picture', 'trap']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3715,Appears to be a hornet much larger than usual yellow jacket,"['Appears', 'hornet', 'much', 'large', 'usual', 'yellow', 'jacket']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3716,"The hornet was in a flower bush with a lot of honeybees at the Bellevue botanical garden. I tried to take a picture, but it flew off when I got close.","['The', 'hornet', 'flower', 'bush', 'lot', 'honeybee', 'Bellevue', 'botanical', 'garden', 'try', 'take', 'picture', 'fly', 'get', 'close']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3717,"Large bee-like flying outside window.  Unfamiliar.  Looked up Giant asian bee and the images where very similar.  The bee was between 1 1/2 to 2 inches long. Body was light rusty color, wings were large and rusty/golden in color.  Have never seen anythin","['Large', 'bee', 'like', 'fly', 'outside', 'window', 'Unfamiliar', 'Looked', 'Giant', 'asian', 'bee', 'image', 'similar', 'The', 'bee', 'inch', 'long', 'Body', 'light', 'rusty', 'color', 'wing', 'large', 'rusty', 'golden', 'color', 'Have', 'never', 'see', 'anythin']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
